SEMANA_LABEL;CODWCP;LINHA;CODPROD;DESCRPROD;OBSETIQUETA;CODVOL;USOPROD;SEGUNDA;TERCA;QUARTA;QUINTA;SEXTA;SABADO;DOMINGO;SEQ;QTDAPONTADA;APONT_SEG;APONT_TER;APONT_QUA;APONT_QUI;APONT_SEX;APONT_SAB;APONT_DOM;TOTALSEMANA;SALDOSEMANA
2025-40;1;VINAGRE 500 1;8;VINAGRE DE ALCOOL 500ML SADIO;;CX;Venda;6375;6375;6375;5525;;;;;17070;724,00000;5.486,00000;6.701,00000;4.159,00000;;;;;
2025-40;3;TEMPERO 500 1 & 2;10;MOLHO DE ALHO 500ML SADIO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;5;MOLHINHO 150 1;12;MOLHO DE ALHO 150ML SADIO;;CX;Venda;;819;2142;;;;;;1902;;287,00000;1.615,00000;;;;;;
2025-40;5;MOLHINHO 150 1;14;MOLHO INGLES 150ML SADIO;;CX;Venda;;;;252;;;;;133;;;;133,00000;;;;;
2025-40;3;TEMPERO 500 1 & 2;18;TEMPERO COMPLETO 500G LETO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;112;TANQUE ALIMENTO 780 - PREPARAÇÃO QUENTE;41;POLPA DE MOSTARDA AMARELA 72 PROCESSO;;TQ;Produto-Intermediário;4;;;;;;;;0.05555555555555555;0,05556;;;;;;;;
2025-40;5;MOLHINHO 150 1;54;MOLHO SHOYU 150ML SADIO;;CX;Venda;1190;1071;;;;;;;1577;505,00000;1.072,00000;;;;;;;
2025-40;3;TEMPERO 500 1 & 2;76;EXTRATO DE ALHO 500ML SADIO;;CX;Venda;335;1033;;;;;;;945;310,00000;635,00000;;;;;;;
2025-40;3;TEMPERO 500 1 & 2;82;MOLHO SHOYU 500ML SADIO;;CX;Venda;;733;396;;;;;;384;;82,00000;302,00000;;;;;;
2025-40;100;EQUIPE MOAGEM;83;ACAFRAO/CURCUMA MOIDO FINO PROCESSO/ENVASE;;KG;Produto-Intermediário;;300;;;;;;;0;;;;;;;;;
2025-40;118;TANQUE DE DILUIÇÃO DA CALDA FIBRA 17000L 1;84;CALDA (ALCOOL+ÁGUA+FRAC NUTRIENTE) 1000 PROCESSO;;TQ;Produto-Intermediário;10;;10;10;10;10;10;;0.06;0,02000;;0,01000;0,01000;0,01000;0,01000;;;
2025-40;100;EQUIPE MOAGEM;109;CANELA JAVA MOIDA FINA PROCESSO;;KG;Produto-Intermediário;200;;;;;300;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;113;FRACIONADO KG VARIÁVEL METABISSULFITO DE SODIO;SEGUNDA;KG;Produto-Intermediário;;;;;;;;;0;;;;;;;;;
2025-40;100;EQUIPE MOAGEM;114;COENTRO MOIDO FINO PROCESSO/ENVASE;;KG;Produto-Intermediário;;;;150;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;115;FRACIONADO KG VARIÁVEL BETONITA;SEGUNDA;KG;Produto-Intermediário;;;;200;;;;;0;;;;;;;;;
2025-40;109;FERMENTADOR POLPA DE PIMENTA 200 - PREPARAÇÃO FRIA;117;POLPA DE PIMENTA PRÉ-FERMENTADA BHUT JALOKIA/HABANERO/AMARELA 1000 PROCESSO;;TQ;Produto-Intermediário;;;0.84;;;;;;0.00084;;;0,00084;;;;;;
2025-40;24;SOPRO MANUAL 4;120;GARRAFA BATOQUE 150 MOLHO TRANSLUCIDA;;UN;Produto-Intermediário;;17000;17000;17000;17000;;;;535.780792764033;;178,34530;247,88508;109,55041;;;;;
2025-40;22;SOPRO MANUAL 2;122;GARRAFA ROSCA 3300 MOSTARDA AMARELA AMARELA;;UN;Produto-Intermediário;;;;4000;;;;;0;;;;;;;;;
2025-40;23;SOPRO MANUAL 3;123;GARRAFA ROSCA 3400/3000 BARBECUE/LAVA ROUPAS TRANSLUCIDA;;UN;Produto-Intermediário;4000;;;4000;;;;;352.3809523809524;140,98639;;;211,39456;;;;;
2025-40;28;SOPRO AUTOMÁTICA 8;125;GARRAFA BATOQUE 500 DETERGENTE/LIMPA ALUMINIO TRANSLUCIDA;;UN;Produto-Intermediário;;;68000;34000;;;;;864.303586321935;;;447,12260;417,18098;;;;;
2025-40;27;SOPRO AUTOMÁTICA 7;126;GARRAFA BATOQUE 500 VINAGRE/TEMPERO/MOLHO TRANSLUCIDA;;UN;Produto-Intermediário;76000;76000;76000;76000;;;;;2772.393661384487;160,55046;809,09091;794,57882;1.008,17348;;;;;
2025-40;26;SOPRO AUTOMÁTICA 6;126;GARRAFA BATOQUE 500 VINAGRE/TEMPERO/MOLHO TRANSLUCIDA;;UN;Produto-Intermediário;39000;39000;39000;39000;;;;;1535.0291909924938;153,87823;385,23770;481,65138;514,26188;;;;;
2025-40;25;SOPRO AUTOMÁTICA 5;129;GARRAFA ROSCA 830 BARBECUE TRANSLUCIDA;;UN;Produto-Intermediário;;15000;;;;;;;267.62013729977116;;267,62014;;;;;;;
2025-40;25;SOPRO AUTOMÁTICA 5;130;GARRAFA ROSCA 830/800 CATCHUP VERMELHA;;UN;Produto-Intermediário;50000;50000;;;;;;;198.43686561104343;188,22574;10,21112;;;;;;;
2025-40;102;EQUIPE KIT;133;KIT MOLHO DE TOMATE GENERICO 2800 PROCESSO;TERÇA;UN;Produto-Intermediário;35;;;;;;;;0;;;;;;;;;
2025-40;102;EQUIPE KIT;134;KIT MOLHO DE TOMATE ERVAS 2800 PROCESSO;TERÇA;UN;Produto-Intermediário;35;;;;;;;;0;;;;;;;;;
2025-40;100;EQUIPE MOAGEM;156;MOSTARDA AMARELA MOIDA FINA PROCESSO;;KG;Produto-Intermediário;75;;;;;;;;0;;;;;;;;;
2025-40;120;TANQUE DE VINAGRE DE ENVASE 15000L 1 & 2;207;VINAGRE 4,4% 1000 PROCESSO/ENVASE;;TQ;Produto-Intermediário;;30;30;45;30;30;30;;0.105;;0,03000;0,03000;0,04500;;;;;
2025-40;3;TEMPERO 500 1 & 2;213;TEMPERO PARA CARNES 500G SADIO;;CX;Venda;950;;;;;;;;919;919,00000;;;;;;;;
2025-40;107;TANQUE ALIMENTO 2800 - PREPARAÇÃO FRIA;287;TEMPERO COMPLETO ESPECIAL 2800 ENVASE;;TQ;Produto-Intermediário;2;;;;;;;;0.0007142857142857143;0,00071;;;;;;;;
2025-40;107;TANQUE ALIMENTO 2800 - PREPARAÇÃO FRIA;288;TEMPERO SEM PIMENTA 2800 ENVASE;;TQ;Produto-Intermediário;;;2;1;;;;;0.0010714285714285715;;;0,00071;0,00036;;;;;
2025-40;107;TANQUE ALIMENTO 2800 - PREPARAÇÃO FRIA;289;TEMPERO CASEIRO ESCURO 2800 ENVASE;;TQ;Produto-Intermediário;;;1;;;;;;0.00035714285714285714;;;0,00036;;;;;;
2025-40;107;TANQUE ALIMENTO 2800 - PREPARAÇÃO FRIA;290;TEMPERO PARA CARNES 2800 ENVASE;;TQ;Produto-Intermediário;2;;;;;;;;0.0007142857142857143;0,00071;;;;;;;;
2025-40;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;299;MOLHO DE ALHO 1400 ENVASE;;TQ;Produto-Intermediário;;8;;10;;;;;0.005714285714285714;;0,00571;;;;;;;
2025-40;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;300;MOLHO SHOYU 1400 ENVASE;;TQ;Produto-Intermediário;4;4;1;;;;;;0.0035714285714285713;0,00071;0,00214;0,00071;;;;;;
2025-40;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;379;CANELA PO SADIO/DATERRA 100 ENVASE;;TQ;Produto-Intermediário;2;;;3;;;;;0.05;0,02000;;;0,03000;;;;;
2025-40;3;TEMPERO 500 1 & 2;450;TEMPERO PARA FRANGO 500G SADIO;;CX;Venda;;;189;;;;;;179;;;179,00000;;;;;;
2025-40;107;TANQUE ALIMENTO 2800 - PREPARAÇÃO FRIA;466;TEMPERO PARA FRANGO 2800 ENVASE;;TQ;Produto-Intermediário;;1;;;;;;;0.00035714285714285714;;0,00036;;;;;;;
2025-40;102;EQUIPE KIT;719;KIT TEMPERO COMPLETO ESPECIAL 2800 PROCESSO;QUINTA;UN;Produto-Intermediário;3;;;;;;;;0;;;;;;;;;
2025-40;102;EQUIPE KIT;720;KIT TEMPERO SEM PIMENTA PROCESSO;QUINTA;UN;Produto-Intermediário;;3;;;;;;;0;;;;;;;;;
2025-40;102;EQUIPE KIT;722;KIT TEMPERO PARA FRANGO 2800 PROCESSO;QUARTA;UN;Produto-Intermediário;;1;;;;;;;0;;;;;;;;;
2025-40;3;TEMPERO 500 1 & 2;1105;TEMPERO PARA FRANGO 500G FRINEX;;CX;Venda;;;281;;;;;;562;;;281,00000;;;;;;
2025-40;101;EQUIPE FRACIONADO;1359;FRACIONADO 2,0KG ACIDO CITRICO;SEGUNDA;UN;Produto-Intermediário;300;;;;;;;;4.8;4,80000;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1360;FRACIONADO 3,5KG AROMA NAT LIQUIDO ALHO CRAMER;TERÇA;UN;Produto-Intermediário;;12;;;;;;;0.012;;0,01200;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1361;FRACIONADO 1,0KG BENZOATO DE SODIO;QUARTA;UN;Produto-Intermediário;;;40;;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1362;FRACIONADO 1,4KG BENZOATO DE SODIO;QUARTA;UN;Produto-Intermediário;;;270;;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1366;FRACIONADO 2,6KG CORANTE CATCHUP LETO 2200 (1,6 CARAMELO + 1,0 CARMIM);QUINTA;UN;Produto-Intermediário;;;;30;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1367;FRACIONADO 1,8KG CORANTE CATCHUP SADIO 2200 (1,2 CARAMELO + 0,6 CARMIM);QUINTA;UN;Produto-Intermediário;;;;20;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1370;FRACIONADO 2,0KG GLUTAMATO MONOSSODICO FUFENG;QUARTA;UN;Produto-Intermediário;;;50;;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1371;FRACIONADO 2,0KG GOMA XANTANA MESH 80;SEGUNDA;UN;Produto-Intermediário;50;;;120;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1375;FRACIONADO 5,0KG OREGANO FLOCO PERUANO;DEMANDA;UN;Produto-Intermediário;4;;;;;;;;0.32;0,32000;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1376;FRACIONADO 4,0KG MANJERICAO FLOCO;DEMANDA;UN;Produto-Intermediário;4;;;;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1377;FRACIONADO 1,4KG SORBATO DE POTASSIO;QUARTA;UN;Produto-Intermediário;;150;;;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1378;FRACIONADO 2,0KG SORBATO DE POTASSIO;QUARTA;UN;Produto-Intermediário;;;300;;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1379;FRACIONADO 10,0KG SAL REFINADO IODADO;TERÇA;UN;Produto-Intermediário;;;120;;;;;;4.04;;;4,04000;;;;;;
2025-40;101;EQUIPE FRACIONADO;1380;FRACIONADO 15,0KG SAL REFINADO IODADO;TERÇA;UN;Produto-Intermediário;;;;;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1381;FRACIONADO 5,0KG FUBA DE MILHO GROSSA FECOMIX 425;;UN;Produto-Intermediário;20;;;;;;;;0.4;0,40000;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1382;FRACIONADO 5,0KG ACUCAR CRISTAL PARA PREPARACAO;TERÇA;UN;Produto-Intermediário;;200;;;;;;;2.6;;2,60000;;;;;;;
2025-40;20;CATCHUP 180-200-380;1383;CATCHUP TRADICIONAL 380G SADIO;;CX;Venda;;;475;950;;;;;1019;;;367,00000;652,00000;;;;;
2025-40;101;EQUIPE FRACIONADO;1385;FRACIONADO 12,0KG GLUTAMATO MONOSSODICO FUFENG;QUARTA;UN;Produto-Intermediário;;;20;;;;;;0;;;;;;;;;
2025-40;101;EQUIPE FRACIONADO;1387;FRACIONADO 2,7KG CORANTE MOLHO DE TOMATE 2800 (1,5 CARAMELO + 1,2 CARMIM);QUINTA;UN;Produto-Intermediário;;;;30;;;;;0;;;;;;;;;
2025-40;121;TANQUE DE VINAGRE PREPARAÇÃO 15000L 1 & 2;1433;VINAGRE PREPARACAO 1% 1000 PROCESSO;;TQ;Produto-Intermediário;36;36;36;36;36;36;36;1;0.06;0,03000;0,01500;0,01500;;;;;252;251.94
2025-40;20;CATCHUP 180-200-380;1480;CATCHUP PREMIUM 380G MR MAKER;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;5;MOLHINHO 150 1;1571;MOLHO DE ALHO 150ML FRINEX;;CX;Venda;300;;;;;;;;300;300,00000;;;;;;;;
2025-40;21;SOPRO MANUAL 1;1615;GARRAFA ROSCA 380 CATCHUP/BARBECUE TRANSLUCIDA;;UN;Produto-Intermediário;;9000;9000;4000;;;;;310.9553775743707;;85,81236;143,02059;82,12243;;;;;
2025-40;101;EQUIPE FRACIONADO;1711;FRACIONADO 0,5KG EDTA DISSODICO;SEXTA;UN;Produto-Intermediário;;3;;;;;;;0;;;;;;;;;
2025-40;117;ACETADOR 45000L V1200 1;1716;VINAGRE BRUTO 8-9% 1000 PROCESSO;;TQ;Produto-Intermediário;20;20;20;20;20;20;20;1;0.12;0,01000;0,01000;0,00500;0,01000;0,01000;0,00500;0,01000;140;139.88
2025-40;14;TEMPERO SECO MANUAL 1;3337;LOURO PC 4G SADIO;;CX;Venda;;50;;;;;;;25;;25,00000;;;;;;;
2025-40;13;TEMPERO SECO SACHE 1;3339;CRAVO PC 10G SADIO;;CX;Venda;;;;230;;;;;212;;;;212,00000;;;;;
2025-40;13;TEMPERO SECO SACHE 1;3343;ALECRIM PC 7G SADIO;;CX;Venda;;;;230;;;;;218;;;;218,00000;;;;;
2025-40;13;TEMPERO SECO SACHE 1;3347;SALSA PC 10G SADIO;;CX;Venda;;150;;;;;;;114;;114,00000;;;;;;;
2025-40;13;TEMPERO SECO SACHE 1;3350;OREGANO PC 12G SADIO;;CX;Venda;240;;;;;;;;233;233,00000;;;;;;;;
2025-40;12;CANELA 35G PÓ;3356;CANELA PO POTE 35G SADIO;;CX;Venda;250;100;100;350;;;;;409;62,00000;83,00000;87,00000;177,00000;;;;;
2025-40;5;MOLHINHO 150 1;6370;MOLHO SHOYU 150ML FRINEX;;CX;Venda;148;;;;;;;;148;148,00000;;;;;;;;
2025-40;1;VINAGRE 500 1;7310;VINAGRE DE ALCOOL COLORIDO 500ML SADIO;;CX;Venda;;;;850;;;;;703;;;;703,00000;;;;;
2025-40;3;TEMPERO 500 1 & 2;7402;EXTRATO DE ALHO 500ML FRINEX;;CX;Venda;;287;;;;;;;288;;288,00000;;;;;;;
2025-40;3;TEMPERO 500 1 & 2;7414;EXTRATO DE ALHO 500ML LETO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;6;ADOÇANTE 100 1;7528;ADOCANTE LIQUIDO SUCRALOSE 100ML SADIO;;CX;Venda;1105;;;;;;;;848;848,00000;;;;;;;;
2025-40;6;ADOÇANTE 100 1;7529;ADOCANTE LIQUIDO STEVIA 100ML SADIO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;14;TEMPERO SECO MANUAL 1;7542;PIMENTA CALABRESA COM SAL ROSA MOEDOR 50G MR MAKER;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;14;TEMPERO SECO MANUAL 1;7543;ERVAS FINAS COM SAL ROSA MOEDOR 80G MR MAKER;;CX;Venda;;;150;;;;;;119;;;119,00000;;;;;;
2025-40;14;TEMPERO SECO MANUAL 1;7587;MIX PARA FRANGO 2KG SADIO;;CX;Venda;;;;30;;;;;29;;;;29,00000;;;;;
2025-40;113;TANQUE ALIMENTO 1000 - ADOÇANTE - PREPARAÇÃO QUENTE;7916;ADOCANTE LIQUIDO STEVIA 1000 ENVASE;;TQ;Produto-Intermediário;;;;;;;;;0;0,00100;;;;;;;;
2025-40;14;TEMPERO SECO MANUAL 1;7989;ACAFRAO/CURCUMA MOIDO FR 53G SADIO;;CX;Venda;;200;;;;;;;194;;194,00000;;;;;;;
2025-40;105;MISTURADOR 200 PURO ALHO - PREPARAÇÃO FRIA;8012;ALHO REIDRATADO PARA TEMPERO/MOLHO DE ALHO 170 PROCESSO;;TQ;Produto-Intermediário;5;;;;;;;;0.029411764705882353;0,02941;;;;;;;;
2025-40;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;8014;ERVAS FINAS COM SAL ROSA 15,5 ENVASE;;TQ;Produto-Intermediário;;4;;;;;;;0.25806451612903225;;0,25806;;;;;;;
2025-40;9;CATCHUP 750-800-830;8139;VINAGRE DE ALCOOL 750ML SADIO;;CX;Venda;;248;;766;;;;;374;;31,00000;;343,00000;;;;;
2025-40;9;CATCHUP 750-800-830;8146;CATCHUP TRADICIONAL 830G SADIO;;CX;Venda;;868;;;;;;;764;;764,00000;;;;;;;
2025-40;9;CATCHUP 750-800-830;8147;BARBECUE TRADICIONAL 830G SADIO;;CX;Venda;;;868;;;;;;704;;;704,00000;;;;;;
2025-40;8;MOLHO DE TOMATE 300 1 & 2;8148;MOLHO DE TOMATE TRADICIONAL 300G SADIO;;KG;Venda;500;;1050;2100;;;;;20685.602068560205;3.355,20034;;5.846,40058;11.484,00115;;;;;
2025-40;8;MOLHO DE TOMATE 300 1 & 2;8148;MOLHO DE TOMATE TRADICIONAL 300G SADIO;;CX;Venda;500;;1050;2100;;;;;2873;466,00000;;812,00000;1.595,00000;;;;;
2025-40;8;MOLHO DE TOMATE 300 1 & 2;8149;MOLHO DE TOMATE PIZZA 300G SADIO;;CX;Venda;;1050;1050;;;;;;1551;;553,00000;998,00000;;;;;;
2025-40;8;MOLHO DE TOMATE 300 1 & 2;8149;MOLHO DE TOMATE PIZZA 300G SADIO;;KG;Venda;;1050;1050;;;;;;11167.20111672011;;3.981,60040;7.185,60072;;;;;;
2025-40;8;MOLHO DE TOMATE 300 1 & 2;8151;MOLHO DE TOMATE MANJERICAO 300G SADIO;;CX;Venda;1600;1050;;;;;;;1503;627,00000;876,00000;;;;;;;
2025-40;8;MOLHO DE TOMATE 300 1 & 2;8151;MOLHO DE TOMATE MANJERICAO 300G SADIO;;KG;Venda;1600;1050;;;;;;;10821.601082160108;4.514,40045;6.307,20063;;;;;;;
2025-40;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;8186;MIX PARA FRANGO 94 ENVASE;;TQ;Produto-Intermediário;;;;3;;;;;0.02586206896551724;;;;0,02586;;;;;
2025-40;120;TANQUE DE VINAGRE DE ENVASE 15000L 1 & 2;8232;VINAGRE COLORIDO 1000 ENVASE;;TQ;Produto-Intermediário;;;;5;;;;;0.005;;;;0,00500;;;;;
2025-40;13;TEMPERO SECO SACHE 1;8721;ACAFRAO/CURCUMA MOIDO PC 20G SADIO;;CX;Venda;;;260;;;;;;189;;;189,00000;;;;;;
2025-40;110;TANQUE ALIMENTO 2200 - PREPARAÇÃO QUENTE;8728;BARBECUE 2200 ENVASE;;TQ;Produto-Intermediário;;;3;;;;;;0.0013636363636363637;;;0,00136;;;;;;
2025-40;111;TANQUE ALIMENTO 2800 - PREPARAÇÃO QUENTE;8729;MOLHO DE TOMATE TRADICIONAL 2800 ENVASE;;TQ;Produto-Intermediário;;;4;4;;;;;0.002142857142857143;;;0,00143;0,00071;;;;;
2025-40;110;TANQUE ALIMENTO 2200 - PREPARAÇÃO QUENTE;8730;CATCHUP SADIO 2200 ENVASE;;TQ;Produto-Intermediário;;5;;;;;;;0.0022727272727272726;;0,00227;;;;;;;
2025-40;111;TANQUE ALIMENTO 2800 - PREPARAÇÃO QUENTE;8732;MOLHO DE TOMATE PIZZA 2800 ENVASE;;TQ;Produto-Intermediário;;3;1;;;;;;0.0014285714285714286;;0,00107;0,00036;;;;;;
2025-40;111;TANQUE ALIMENTO 2800 - PREPARAÇÃO QUENTE;8733;MOLHO DE TOMATE MANJERICAO 2800 ENVASE;;TQ;Produto-Intermediário;4;;;;;;;;0.0014285714285714286;0,00143;;;;;;;;
2025-40;9;CATCHUP 750-800-830;8836;CATCHUP TRADICIONAL 800G FRINEX;;CX;Venda;203;;;;;;;;203;203,00000;;;;;;;;
2025-40;119;TANQUE DE CRISTALIZAÇÃO VINAGRE BRUTO 18000L 1 & 2;8940;VINAGRE CRISTALIZADO 8-9% 1000 PROCESSO;;TQ;Produto-Intermediário;;60;60;60;60;60;60;;0.072;;0,01800;;0,01800;;;;;
2025-40;110;TANQUE ALIMENTO 2200 - PREPARAÇÃO QUENTE;9022;CATCHUP LETO 2200 ENVASE;;TQ;Produto-Intermediário;5;;;3;;;;;0.0018181818181818182;0,00182;;;;;;;;
2025-40;110;TANQUE ALIMENTO 2200 - PREPARAÇÃO QUENTE;9023;MOSTARDA AMARELA 2200 ENVASE;;TQ;Produto-Intermediário;;;1;;;;;;0.00045454545454545455;;;0,00045;;;;;;
2025-40;9;CATCHUP 750-800-830;9025;CATCHUP TRADICIONAL 800G LETO;;CX;Venda;857;;;;;;;;455;455,00000;;;;;;;;
2025-40;9;CATCHUP 750-800-830;9073;CATCHUP TRADICIONAL 3,2KG LETO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;9;CATCHUP 750-800-830;9074;MOSTARDA AMARELA 3,3KG SADIO;;CX;Venda;;;;170;;;;;170;;;;170,00000;;;;;
2025-40;15;CATCHUP SACHE 6G 1;9529;CATCHUP SACHE 150/6G LETO;;CX;Venda;120;120;50;;;;;;213;97,00000;68,00000;48,00000;;;;;;
2025-40;3;TEMPERO 500 1 & 2;9651;TEMPERO GOURMET ERVAS FINAS 500G MR MAKER;;CX;Venda;;;;240;;;;;235;;;;235,00000;;;;;
2025-40;3;TEMPERO 500 1 & 2;9654;TEMPERO GOURMET CARNES 500G MR MAKER;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;3;TEMPERO 500 1 & 2;9655;TEMPERO GOURMET ALHO E CEBOLA 500G MR MAKER;;CX;Venda;;460;150;;;;;;462;;329,00000;133,00000;;;;;;
2025-40;11;AÇUCAR/ADOÇANTE PÓ 5-0,5 1;9659;ACUCAR CRISTAL PREMIUM 400/5G SADIO;;CX;Venda;;;176;176;;;;;310;;;162,00000;148,00000;;;;;
2025-40;10;TEMPERO PÓ 1;9663;TEMPERO PO CARNES 50G SADIO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;10;TEMPERO PÓ 1;9666;TEMPERO PO LEGUMES 50G SADIO;;CX;Venda;;210;175;100;;;;;402;;203,00000;119,00000;80,00000;;;;;
2025-40;14;TEMPERO SECO MANUAL 1;9693;CHIMICHURRI POTE 90G MR MAKER;;CX;Venda;250;;;;;;;;217;217,00000;;;;;;;;
2025-40;17;DETERGENTE 500 1;9880;DETERGENTE LIMAO 500ML TANLUX;;CX;Venda;;1530;;;;;;;1308;;1.308,00000;;;;;;;
2025-40;17;DETERGENTE 500 1;9881;DETERGENTE MACA 500ML TANLUX;;CX;Venda;765;;;765;;;;;1343;644,00000;;;699,00000;;;;;
2025-40;17;DETERGENTE 500 1;9882;DETERGENTE NEUTRO 500ML TANLUX;;CX;Venda;765;;1530;;;;;;1872;650,00000;;1.222,00000;;;;;;
2025-40;17;DETERGENTE 500 1;9883;DETERGENTE COCO 500ML TANLUX;;CX;Venda;;;;765;;;;;546;;;;546,00000;;;;;
2025-40;19;2000-3000-5000 MANUAL LIMPEZA 1;9887;DETERGENTE NEUTRO 5L TANLUX;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9888;DETERGENTE LIMAO 2L TANLUX;;CX;Venda;166;;230;;;;;;161;93,00000;;68,00000;;;;;;
2025-40;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9889;DETERGENTE MACA 2L TANLUX;;CX;Venda;144;;230;;;;;;144;91,00000;;53,00000;;;;;;
2025-40;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9890;DETERGENTE NEUTRO 2L TANLUX;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9897;DESINFETANTE LAVANDA 2L TANLUX;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-40;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9900;DESINFETANTE EUCALIPTO 2L TANLUX;;CX;Venda;;90;;;;;;;85;;85,00000;;;;;;;
2025-40;19;2000-3000-5000 MANUAL LIMPEZA 1;9902;LAVA ROUPA COMFORT BLUE 3L TANLUX;;CX;Venda;765;510;510;710;;;;;1879;486,00000;356,00000;391,00000;646,00000;;;;;
2025-40;19;2000-3000-5000 MANUAL LIMPEZA 1;9910;DETERGENTE CONCENTRADO TANCLEANER 5L TANLUX;;CX;Venda;;50;15;;;;;;52;;42,00000;10,00000;;;;;;
2025-40;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;9945;TEMPERO GOURMET ALHO E CEBOLA 1400 ENVASE;;TQ;Produto-Intermediário;;2;;;;;;;0.0014285714285714286;;0,00143;;;;;;;
2025-40;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;9946;TEMPERO GOURMET CARNES 1400 ENVASE;;TQ;Produto-Intermediário;;;;1;;;;;0;;;;;;;;;
2025-40;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;9948;TEMPERO GOURMET ERVAS FINAS 1400 ENVASE;;TQ;Produto-Intermediário;;;;1;;;;;0.0007142857142857143;;;;0,00071;;;;;
2025-40;13;TEMPERO SECO SACHE 1;9953;CHIMICHURRI PC 15G SADIO;;CX;Venda;;310;;;;;;;293;;293,00000;;;;;;;
2025-40;13;TEMPERO SECO SACHE 1;9955;LEMON PEPPER PC 30G SADIO;;CX;Venda;220;;;;;;;;116;116,00000;;;;;;;;
2025-40;13;TEMPERO SECO SACHE 1;9957;PAPRICA DOCE PC 30G SADIO;;CX;Venda;;;200;;;;;;151;;;151,00000;;;;;;
2025-40;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;9983;LEMON PEPPER 50 ENVASE;;TQ;Produto-Intermediário;2;;;;;;;;0.04;0,04000;;;;;;;;
2025-40;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;9989;CHIMICHURRI 61 ENVASE;;TQ;Produto-Intermediário;2;2;;;;;;;0.06557377049180328;0,03279;0,03279;;;;;;;
2025-40;122;TANQUE LIMPEZA 1000 - DETERGENTE 1;9991;DETERGENTE LIMAO 1000 ENVASE;;TQ;Produto-Intermediário;7;15;3;;;;;;0.016;0,00200;0,01400;;;;;;;
2025-40;122;TANQUE LIMPEZA 1000 - DETERGENTE 1;9992;DETERGENTE MACA 1000 ENVASE;;TQ;Produto-Intermediário;8;;3;7;;;;;0.016;0,00800;;;0,00800;;;;;
2025-40;122;TANQUE LIMPEZA 1000 - DETERGENTE 1;9993;DETERGENTE NEUTRO 1000 ENVASE;;TQ;Produto-Intermediário;8;;15;;;;;;0.02;0,00800;;0,01200;;;;;;
2025-40;124;TANQUE LIMPEZA 1000 - AMACIANTE 1;9994;AMACIANTE CONFORT 1000 ENVASE;;TQ;Produto-Intermediário;;1;;;;;;;0.001;;0,00100;;;;;;;
